anime_id,Name,English name,Score,Genres,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
84,Kidou Senshi Gundam 0083: Stardust Memory,Mobile Suit Gundam 0083: Stardust Memory,7.24,"Adventure, Drama, Romance, Sci-Fi",OVA,13,"May 23, 1991 to Sep 24, 1992",UNKNOWN,Finished Airing,Bandai Visual,"Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,28 min per ep,PG-13 - Teens 13 or older,2801,3173,251,23874,42580,https://cdn.myanimelist.net/images/anime/13/26654.jpg
85,Kidou Senshi Zeta Gundam,Mobile Suit Zeta Gundam,7.9,"Drama, Romance, Sci-Fi",TV,50,"Mar 2, 1985 to Feb 22, 1986",spring 1985,Finished Airing,"Sotsu, Nagoya Broadcasting Network","Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,24 min per ep,PG-13 - Teens 13 or older,719,2401,2117,35809,70651,https://cdn.myanimelist.net/images/anime/6/11153.jpg
86,Kidou Senshi Gundam ZZ,Mobile Suit Gundam ZZ,6.68,"Comedy, Drama, Sci-Fi",TV,47,"Mar 1, 1986 to Jan 31, 1987",spring 1986,Finished Airing,"Sotsu, Nagoya Broadcasting Network",Nozomi Entertainment,Sunrise,Original,24 min per ep,PG-13 - Teens 13 or older,5437,3254,178,19985,40669,https://cdn.myanimelist.net/images/anime/1848/91078.jpg
87,Kidou Senshi Gundam: Gyakushuu no Char,Mobile Suit Gundam: Char's Counterattack,7.66,"Drama, Sci-Fi",Movie,1,"Mar 12, 1988",UNKNOWN,Finished Airing,"Sotsu, Nozomi Entertainment, Atelier Musa",Bandai Entertainment,Sunrise,Novel,1 hr 59 min,PG-13 - Teens 13 or older,1225,3005,422,27623,46928,https://cdn.myanimelist.net/images/anime/1523/92371.jpg
88,Kidou Senshi Gundam F91,Mobile Suit Gundam F91,6.62,"Drama, Sci-Fi",Movie,1,"Mar 16, 1991",UNKNOWN,Finished Airing,"Sotsu, Shochiku, Atelier Musa, Nagoya Broadcasting Network","Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,2 hr,PG-13 - Teens 13 or older,5740,3771,82,16605,30560,https://cdn.myanimelist.net/images/anime/1637/95288.jpg
89,Kidou Senshi Victory Gundam,Mobile Suit Victory Gundam,6.77,"Drama, Sci-Fi",TV,51,"Apr 2, 1993 to Mar 25, 1994",spring 1993,Finished Airing,"TV Asahi, Sotsu, Apollon",Nozomi Entertainment,Sunrise,Original,24 min per ep,PG-13 - Teens 13 or older,4996,4037,136,10400,26469,https://cdn.myanimelist.net/images/anime/1913/102693.jpg
90,Shin Kidou Senki Gundam Wing,Mobile Suit Gundam Wing,7.69,"Action, Drama, Sci-Fi",TV,49,"Apr 7, 1995 to Mar 29, 1996",spring 1995,Finished Airing,TV Asahi,Bandai Entertainment,Sunrise,Original,24 min per ep,PG-13 - Teens 13 or older,1168,1391,2334,87593,155744,https://cdn.myanimelist.net/images/anime/1884/114414.jpg
91,Shin Kidou Senki Gundam Wing: Endless Waltz,Mobile Suit Gundam Wing: Endless Waltz,7.74,"Action, Award Winning, Drama, Sci-Fi",OVA,3,"Jan 25, 1997 to Jul 25, 1997",UNKNOWN,Finished Airing,"Bandai Visual, Sotsu",Bandai Entertainment,Sunrise,Original,30 min per ep,PG-13 - Teens 13 or older,1050,2996,176,27092,47208,https://cdn.myanimelist.net/images/anime/1061/97444.jpg
92,Kidou Shinseiki Gundam X,After War Gundam X,7.34,"Adventure, Drama, Sci-Fi",TV,39,"Apr 5, 1996 to Dec 28, 1996",spring 1996,Finished Airing,"TV Asahi, Sotsu",Nozomi Entertainment,Sunrise,Original,24 min per ep,PG-13 - Teens 13 or older,2330,3534,199,15331,34851,https://cdn.myanimelist.net/images/anime/10/16054.jpg
93,Kidou Senshi Gundam SEED,Mobile Suit Gundam SEED,7.75,"Action, Award Winning, Drama, Romance, Sci-Fi",TV,50,"Oct 5, 2002 to Sep 27, 2003",fall 2002,Finished Airing,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa","Bandai Entertainment, NYAV Post",Sunrise,Original,24 min per ep,R - 17+ (violence & profanity),1011,1330,3435,92725,164436,https://cdn.myanimelist.net/images/anime/1792/91081.jpg
94,Kidou Senshi Gundam SEED Destiny,Mobile Suit Gundam SEED Destiny,7.18,"Action, Drama, Romance, Sci-Fi",TV,50,"Oct 9, 2004 to Oct 1, 2005",fall 2004,Finished Airing,"Sotsu, Mainichi Broadcasting System, Sony Music Entertainment","Bandai Entertainment, NYAV Post",Sunrise,Original,24 min per ep,R - 17+ (violence & profanity),3122,1887,1063,63114,104048,https://cdn.myanimelist.net/images/anime/1700/91080.jpg
95,Turn A Gundam,∀ Gundam,7.74,"Action, Adventure, Award Winning, Drama, Romance, Sci-Fi",TV,50,"Apr 9, 1999 to Apr 14, 2000",spring 1999,Finished Airing,"Sotsu, Fuji TV, Nakamura Production",Nozomi Entertainment,Sunrise,Original,24 min per ep,PG-13 - Teens 13 or older,1057,3041,965,16137,45772,https://cdn.myanimelist.net/images/anime/4/78330.jpg
96,Kidou Butouden G Gundam,Mobile Fighter G Gundam,7.57,"Adventure, Comedy, Drama, Romance, Sci-Fi, Sports",TV,49,"Apr 1, 1994 to Mar 31, 1995",spring 1994,Finished Airing,"TV Asahi, Sotsu",Bandai Entertainment,Sunrise,Original,24 min per ep,PG-13 - Teens 13 or older,1451,2483,978,36150,66828,https://cdn.myanimelist.net/images/anime/1187/133654.jpg
97,Last Exile,Last Exile,7.79,"Action, Adventure, Sci-Fi",TV,26,"Apr 8, 2003 to Sep 30, 2003",spring 2003,Finished Airing,"GDH, Victor Entertainment, TV Tokyo Music","Funimation, Geneon Entertainment USA",Gonzo,Original,24 min per ep,PG-13 - Teens 13 or older,943,1297,1825,69879,170062,https://cdn.myanimelist.net/images/anime/7/10888.jpg
98,Mai-HiME,My-Hime,7.42,"Action, Fantasy, Girls Love",TV,26,"Oct 1, 2004 to Apr 1, 2005",fall 2004,Finished Airing,"Bandai Visual, TV Tokyo Music, Studio Zain","Funimation, Bandai Entertainment",Sunrise,Original,23 min per ep,PG-13 - Teens 13 or older,1981,1781,1146,51203,113210,https://cdn.myanimelist.net/images/anime/13/7226.jpg
99,Mai-Otome,My-Otome,7.28,"Comedy, Drama, Fantasy",TV,26,"Oct 7, 2005 to Mar 31, 2006",fall 2005,Finished Airing,"Bandai Visual, Lantis, TV Tokyo Music","Funimation, Bandai Entertainment",Sunrise,Original,23 min per ep,PG-13 - Teens 13 or older,2631,2896,303,25042,50454,https://cdn.myanimelist.net/images/anime/2/46897.jpg
100,Shin Shirayuki-hime Densetsu Prétear,Prétear: The New Legend of Snow White,7.16,"Comedy, Drama, Fantasy, Romance",TV,13,"Apr 4, 2001 to Jun 27, 2001",spring 2001,Finished Airing,"Kadokawa Shoten, Rondo Robe","ADV Films, Funimation",Hal Film Maker,Manga,23 min per ep,PG-13 - Teens 13 or older,3271,2589,409,28219,62156,https://cdn.myanimelist.net/images/anime/9/11709.jpg
101,Air,Air,7.28,"Drama, Romance, Supernatural",TV,12,"Jan 7, 2005 to Mar 25, 2005",winter 2005,Finished Airing,"Pony Canyon, TBS, Movic","ADV Films, Funimation",Kyoto Animation,Visual novel,24 min per ep,PG-13 - Teens 13 or older,2603,761,2605,151312,292351,https://cdn.myanimelist.net/images/anime/8/22059.jpg
102,Aishiteruze Baby★★,UNKNOWN,7.44,"Comedy, Drama, Romance",TV,26,"Apr 3, 2004 to Oct 9, 2004",spring 2004,Finished Airing,"Animax, Toei Video, Sunny Side Up",UNKNOWN,TMS Entertainment,Manga,25 min per ep,PG-13 - Teens 13 or older,1895,1919,546,52861,101134,https://cdn.myanimelist.net/images/anime/2/69665.jpg
103,Akazukin Chacha,Red Riding Hood Chacha,7.49,"Adventure, Comedy, Fantasy, Romance",TV,74,"Jan 7, 1994 to Jun 30, 1995",winter 1994,Finished Airing,"Nihon Ad Systems, Shueisha",UNKNOWN,Gallop,Manga,24 min per ep,G - All Ages,1733,5140,110,5335,14917,https://cdn.myanimelist.net/images/anime/1098/108972.jpg
104,Ayashi no Ceres,"Ceres, Celestial Legend",7.18,"Adventure, Drama, Horror, Romance, Supernatural, Suspense",TV,24,"Apr 20, 2000 to Sep 28, 2000",spring 2000,Finished Airing,Bandai Visual,"VIZ Media, Discotek Media",Pierrot,Manga,21 min per ep,R - 17+ (violence & profanity),3156,2628,482,27320,60668,https://cdn.myanimelist.net/images/anime/1928/106202.jpg
105,Boys Be...,Boys Be...,6.4,"Comedy, Romance, Slice of Life",TV,13,"Apr 11, 2000 to Jul 4, 2000",spring 2000,Finished Airing,Geneon Universal Entertainment,Nozomi Entertainment,Hal Film Maker,Manga,23 min per ep,PG-13 - Teens 13 or older,6889,4306,42,9195,22934,https://cdn.myanimelist.net/images/anime/1/2223.jpg
106,Hana yori Dango,Hana Yori Dango,7.61,"Drama, Romance",TV,51,"Sep 8, 1996 to Aug 31, 1997",fall 1996,Finished Airing,UNKNOWN,"VIZ Media, Discotek Media",Toei Animation,Manga,25 min per ep,PG-13 - Teens 13 or older,1359,2643,769,24437,59814,https://cdn.myanimelist.net/images/anime/2/42871.jpg
107,Ou Dorobou Jing,Jing: King of Bandits,7.19,"Adventure, Comedy, Fantasy, Sci-Fi",TV,13,"May 15, 2002 to Aug 14, 2002",spring 2002,Finished Airing,Aniplex,ADV Films,Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,3109,3440,206,14288,36942,https://cdn.myanimelist.net/images/anime/1961/92115.jpg
108,Ou Dorobou Jing in Seventh Heaven,Jing: King of Bandits - Seventh Heaven,7.25,"Adventure, Comedy, Fantasy",OVA,3,"Jan 21, 2004 to Apr 28, 2004",UNKNOWN,Finished Airing,Aniplex,"ADV Films, Funimation",Studio Deen,Manga,30 min per ep,PG-13 - Teens 13 or older,2793,5457,24,5491,12873,https://cdn.myanimelist.net/images/anime/5/30325.jpg
109,Bakuretsu Tenshi,Burst Angel,6.79,"Adventure, Comedy, Sci-Fi",TV,24,"Apr 7, 2004 to Sep 15, 2004",spring 2004,Finished Airing,"GDH, TV Asahi, Imagica",Funimation,Gonzo,Original,23 min per ep,PG-13 - Teens 13 or older,4892,2435,234,30890,69227,https://cdn.myanimelist.net/images/anime/10/22647.jpg
110,Chuuka Ichiban!,UNKNOWN,7.58,"Action, Comedy, Drama, Gourmet",TV,52,"Apr 27, 1997 to Sep 13, 1998",spring 1997,Finished Airing,UNKNOWN,UNKNOWN,Nippon Animation,Manga,23 min per ep,PG-13 - Teens 13 or older,1432,4649,113,8106,19292,https://cdn.myanimelist.net/images/anime/6/75283.jpg
111,Corrector Yui,Corrector Yui,6.97,"Adventure, Comedy, Sci-Fi",TV,52,"Apr 9, 1999 to Oct 20, 2000",spring 1999,Finished Airing,"NHK, Studio Tron",VIZ Media,Nippon Animation,Original,25 min per ep,G - All Ages,4110,5031,92,6635,15804,https://cdn.myanimelist.net/images/anime/1696/105659.jpg
112,Chou Henshin Cosprayers,The Cosmopolitan Prayers,4.82,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Ecchi",TV,8,"Jan 13, 2004 to Mar 2, 2004",winter 2004,Finished Airing,m.o.e.,UNKNOWN,"Imagin, Studio Live",Original,17 min per ep,PG-13 - Teens 13 or older,12171,6433,5,3197,8567,https://cdn.myanimelist.net/images/anime/5/75236.jpg
113,Uchuu no Stellvia,Stellvia,7.37,"Action, Romance, Sci-Fi",TV,26,"Apr 3, 2003 to Sep 25, 2003",spring 2003,Finished Airing,"Starchild Records, TV Tokyo Music","Discotek Media, Geneon Entertainment USA",Xebec,Original,23 min per ep,PG-13 - Teens 13 or older,2176,4220,119,9484,24116,https://cdn.myanimelist.net/images/anime/1587/134660.jpg
114,Sakigake!! Cromartie Koukou,Cromartie High School,7.9,Comedy,TV,26,"Oct 3, 2003 to Mar 26, 2004",fall 2003,Finished Airing,TV Tokyo Music,"ADV Films, Sentai Filmworks, Discotek Media",Production I.G,Manga,12 min per ep,PG-13 - Teens 13 or older,722,1549,1600,52849,134468,https://cdn.myanimelist.net/images/anime/1782/130913.jpg
115,El Hazard: The Alternative World,UNKNOWN,6.79,"Adventure, Comedy, Fantasy",TV,13,"Jan 8, 1998 to Mar 26, 1998",winter 1998,Finished Airing,Pioneer LDC,"Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,25 min per ep,PG-13 - Teens 13 or older,4906,5731,8,4915,11370,https://cdn.myanimelist.net/images/anime/3/61047.jpg
116,El Hazard: The Wanderers,El-Hazard: The Wanderers,6.93,"Adventure, Comedy, Fantasy, Romance",TV,26,"Oct 6, 1995 to Mar 29, 1996",fall 1995,Finished Airing,"TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa","Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,23 min per ep,PG-13 - Teens 13 or older,4257,4846,35,7070,17489,https://cdn.myanimelist.net/images/anime/13/24439.jpg
117,El Hazard: The Magnificent World,UNKNOWN,7.26,"Adventure, Comedy, Fantasy, Romance",OVA,7,"May 26, 1995 to Jan 25, 1996",UNKNOWN,Finished Airing,Pioneer LDC,"Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,34 min per ep,PG-13 - Teens 13 or older,2720,4693,95,7676,18867,https://cdn.myanimelist.net/images/anime/1893/128632.jpg
118,El Hazard 2: The Magnificent World,UNKNOWN,6.78,"Adventure, Comedy, Fantasy",OVA,4,"Mar 21, 1997 to Oct 25, 1997",UNKNOWN,Finished Airing,Pioneer LDC,Geneon Entertainment USA,AIC,Original,30 min per ep,PG-13 - Teens 13 or older,4926,6314,6,4238,9011,https://cdn.myanimelist.net/images/anime/11/2796.jpg
119,Final Approach,UNKNOWN,6.52,"Comedy, Drama, Romance",TV,13,"Oct 3, 2004 to Dec 26, 2004",fall 2004,Finished Airing,UNKNOWN,UNKNOWN,"Trinet Entertainment, Zexcs",Visual novel,14 min per ep,PG-13 - Teens 13 or older,6278,3525,46,17478,35110,https://cdn.myanimelist.net/images/anime/11/14607.jpg
120,Fruits Basket,Fruits Basket,7.69,"Drama, Romance, Supernatural",TV,26,"Jul 5, 2001 to Dec 27, 2001",summer 2001,Finished Airing,"TV Tokyo, Nihon Ad Systems, King Records",Funimation,Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,1174,389,9255,276380,524623,https://cdn.myanimelist.net/images/anime/4/75204.jpg
121,Fullmetal Alchemist,Fullmetal Alchemist,8.11,"Action, Adventure, Award Winning, Drama, Fantasy",TV,51,"Oct 4, 2003 to Oct 2, 2004",fall 2003,Finished Airing,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System","Funimation, Aniplex of America",Bones,Manga,24 min per ep,R - 17+ (violence & profanity),454,76,25502,868434,1426703,https://cdn.myanimelist.net/images/anime/10/75815.jpg
122,Full Moon wo Sagashite,Searching for the Full Moon,7.94,"Comedy, Drama, Romance, Supernatural",TV,52,"Apr 6, 2002 to Mar 29, 2003",spring 2002,Finished Airing,Nihon Ad Systems,VIZ Media,Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,660,1860,1782,46837,106414,https://cdn.myanimelist.net/images/anime/1900/99154.jpg
123,Fushigi Yuugi,Mysterious Play,7.61,"Adventure, Fantasy, Romance",TV,52,"Apr 6, 1995 to Mar 28, 1996",spring 1995,Finished Airing,"TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon","Media Blasters, Geneon Entertainment USA",Pierrot,Manga,23 min per ep,PG-13 - Teens 13 or older,1357,1748,2043,51017,115885,https://cdn.myanimelist.net/images/anime/2/20140.jpg
124,Fushigi Yuugi: Eikouden,Mysterious Play: Eikoden,6.82,"Adventure, Drama, Fantasy, Romance",OVA,4,"Dec 21, 2001 to Jun 25, 2002",UNKNOWN,Finished Airing,UNKNOWN,"Media Blasters, Geneon Entertainment USA",Pierrot,Manga,30 min per ep,PG-13 - Teens 13 or older,4776,4833,40,8944,17611,https://cdn.myanimelist.net/images/anime/11/67701.jpg
125,Futakoi,Twin Love,6.44,"Comedy, Romance",TV,13,"Oct 6, 2004 to Dec 29, 2004",fall 2004,Finished Airing,Lantis,UNKNOWN,Telecom Animation Film,Original,24 min per ep,PG-13 - Teens 13 or older,6666,3540,23,15858,34677,https://cdn.myanimelist.net/images/anime/1/125.jpg
126,Futakoi Alternative,UNKNOWN,6.86,"Comedy, Drama, Romance",TV,13,"Apr 7, 2005 to Jun 30, 2005",spring 2005,Finished Airing,Lantis,UNKNOWN,"ufotable, feel., Studio Flag",Original,24 min per ep,PG-13 - Teens 13 or older,4571,3750,78,11670,30944,https://cdn.myanimelist.net/images/anime/6/16733.jpg
127,Gate Keepers,UNKNOWN,6.92,"Action, Comedy, Fantasy, Sci-Fi",TV,24,"Apr 3, 2000 to Sep 18, 2000",spring 2000,Finished Airing,Media Factory,Geneon Entertainment USA,Gonzo,Game,25 min per ep,PG-13 - Teens 13 or older,4314,4404,54,9255,21786,https://cdn.myanimelist.net/images/anime/12/15226.jpg
128,Gate Keepers 21,UNKNOWN,6.74,"Action, Drama, Sci-Fi",OVA,6,"Apr 24, 2002 to Jan 8, 2003",UNKNOWN,Finished Airing,UNKNOWN,Geneon Entertainment USA,Gonzo,Game,25 min per ep,PG-13 - Teens 13 or older,5125,5946,21,4508,10417,https://cdn.myanimelist.net/images/anime/6/75569.jpg
129,Gensoumaden Saiyuuki,Saiyuki,7.55,"Action, Adventure, Comedy, Drama, Supernatural",TV,50,"Apr 4, 2000 to Mar 27, 2001",spring 2000,Finished Airing,"TV Tokyo, Dentsu, Group TAC",ADV Films,Pierrot,Manga,23 min per ep,R - 17+ (violence & profanity),1545,2791,776,21181,53858,https://cdn.myanimelist.net/images/anime/11/75282.jpg
130,Saiyuuki Reload,Saiyuki Reload,7.37,"Action, Adventure, Comedy, Drama, Supernatural",TV,25,"Oct 2, 2003 to Mar 25, 2004",fall 2003,Finished Airing,UNKNOWN,"Discotek Media, Geneon Entertainment USA",Pierrot,Manga,23 min per ep,PG-13 - Teens 13 or older,2211,3560,112,13300,34249,https://cdn.myanimelist.net/images/anime/1037/134418.jpg
131,Saiyuuki Reload Gunlock,Saiyuki Gunlock,7.37,"Action, Adventure, Comedy, Drama, Supernatural",TV,26,"Apr 2, 2004 to Sep 24, 2004",spring 2004,Finished Airing,UNKNOWN,Geneon Entertainment USA,Pierrot,Manga,24 min per ep,PG-13 - Teens 13 or older,2211,4298,46,8463,22999,https://cdn.myanimelist.net/images/anime/1348/134419.jpg
132,GetBackers,Getbackers,7.58,"Action, Mystery, Supernatural",TV,49,"Oct 5, 2002 to Sep 20, 2003",fall 2002,Finished Airing,"TBS, Kodansha, Rondo Robe, Rakuonsha","ADV Films, Sentai Filmworks",Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,1438,1703,867,53000,119875,https://cdn.myanimelist.net/images/anime/4/7547.jpg
133,Green Green,Green Green,6.15,"Comedy, Romance, Ecchi",TV,12,"Jul 13, 2003 to Sep 28, 2003",summer 2003,Finished Airing,"Pony Canyon, Memory-Tech, Studio Jack",Media Blasters,Studio Matrix,Visual novel,24 min per ep,R+ - Mild Nudity,8102,1750,221,65710,115548,https://cdn.myanimelist.net/images/anime/7/75251.jpg
134,Gunslinger Girl,Gunslinger Girl,7.39,"Action, Drama, Sci-Fi",TV,13,"Oct 9, 2003 to Feb 19, 2004",fall 2003,Finished Airing,"Marvelous, Fuji TV",Funimation,Madhouse,Manga,24 min per ep,R - 17+ (violence & profanity),2127,1191,1153,76112,185016,https://cdn.myanimelist.net/images/anime/5/3088.jpg
135,Hikaru no Go,Hikaru no Go,8.08,"Comedy, Drama, Supernatural",TV,75,"Oct 10, 2001 to Mar 26, 2003",fall 2001,Finished Airing,"TV Tokyo, Dentsu, Dream Force",VIZ Media,Pierrot,Manga,23 min per ep,PG-13 - Teens 13 or older,491,1557,2341,61567,133599,https://cdn.myanimelist.net/images/anime/12/78317.jpg
136,Hunter x Hunter,Hunter x Hunter,8.41,"Action, Adventure, Fantasy",TV,62,"Oct 16, 1999 to Mar 31, 2001",fall 1999,Finished Airing,Fuji TV,VIZ Media,Nippon Animation,Manga,23 min per ep,PG-13 - Teens 13 or older,170,357,10442,275467,564771,https://cdn.myanimelist.net/images/anime/1305/132237.jpg
137,Hunter x Hunter: Original Video Animation,UNKNOWN,8.31,"Action, Adventure, Fantasy",OVA,8,"Jan 17, 2002 to Apr 17, 2002",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Nippon Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,239,1673,395,64101,122636,https://cdn.myanimelist.net/images/anime/1/137.jpg
138,Hunter x Hunter: Greed Island,UNKNOWN,8.18,"Action, Adventure, Fantasy",OVA,8,"Feb 5, 2003 to Apr 16, 2003",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Nippon Animation,Manga,22 min per ep,PG-13 - Teens 13 or older,374,1429,284,82653,150175,https://cdn.myanimelist.net/images/anime/1902/122320.jpg
139,Hunter x Hunter: Greed Island Final,UNKNOWN,8.25,"Action, Adventure, Fantasy",OVA,14,"Mar 3, 2004 to Aug 18, 2004",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Nippon Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,298,1506,238,75642,139464,https://cdn.myanimelist.net/images/anime/1/139.jpg
141,Jinki:Extend,Jinki: Extend,6.1,Sci-Fi,TV,12,"Jan 6, 2005 to Mar 24, 2005",winter 2005,Finished Airing,"TV Asahi, GANSIS","ADV Films, Funimation",feel.,Manga,23 min per ep,R - 17+ (violence & profanity),8385,5723,11,4233,11401,https://cdn.myanimelist.net/images/anime/3/44792.jpg
142,Kamikaze Kaitou Jeanne,UNKNOWN,7.46,"Action, Drama, Mystery, Romance, Supernatural",TV,44,"Feb 13, 1999 to Jan 29, 2000",winter 1999,Finished Airing,Toei Advertising,UNKNOWN,Toei Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,1847,2764,496,27792,54889,https://cdn.myanimelist.net/images/anime/5/20389.jpg
143,Kannazuki no Miko,Destiny of the Shrine Maiden,6.81,"Drama, Girls Love, Romance, Supernatural",TV,12,"Oct 2, 2004 to Dec 18, 2004",fall 2004,Finished Airing,"Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment","Sentai Filmworks, Geneon Entertainment USA",TNK,Manga,24 min per ep,PG-13 - Teens 13 or older,4801,2436,701,29746,69192,https://cdn.myanimelist.net/images/anime/8/73955.jpg
144,Kanon,UNKNOWN,7.07,"Drama, Romance, Supernatural",TV,13,"Jan 31, 2002 to Mar 28, 2002",winter 2002,Finished Airing,"Movic, Fuji TV, Fujipacific Music",UNKNOWN,Toei Animation,Visual novel,24 min per ep,G - All Ages,3669,2542,220,26704,64293,https://cdn.myanimelist.net/images/anime/1552/128388.jpg
145,Kareshi Kanojo no Jijou,His and Her Circumstances,7.59,"Comedy, Drama, Romance",TV,26,"Oct 2, 1998 to Mar 26, 1999",fall 1998,Finished Airing,"TV Tokyo, GANSIS",Nozomi Entertainment,"Gainax, J.C.Staff",Manga,24 min per ep,PG-13 - Teens 13 or older,1402,1023,2517,78310,220497,https://cdn.myanimelist.net/images/anime/1222/108880.jpg
146,Kono Minikuku mo Utsukushii Sekai,This Ugly Yet Beautiful World,6.71,"Comedy, Drama, Romance, Sci-Fi, Ecchi",TV,12,"Apr 2, 2004 to Jun 18, 2004",spring 2004,Finished Airing,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic",ADV Films,"Gainax, Shaft",Original,24 min per ep,R+ - Mild Nudity,5291,2647,151,28382,59737,https://cdn.myanimelist.net/images/anime/10/21035.jpg
147,Kimi ga Nozomu Eien,Rumbling Hearts,7.18,"Drama, Romance",TV,14,"Oct 5, 2003 to Jan 4, 2004",fall 2003,Finished Airing,"Lantis, Media Factory, Age",Funimation,Studio Fantasia,Visual novel,23 min per ep,R+ - Mild Nudity,3122,1511,1048,67615,139156,https://cdn.myanimelist.net/images/anime/5/10227.jpg
148,Kita e.: Diamond Dust Drops,Diamond Daydreams,6.56,"Drama, Romance",TV,12,"Jan 20, 2004 to Apr 5, 2004",winter 2004,Finished Airing,UNKNOWN,ADV Films,Studio Deen,Visual novel,24 min per ep,PG-13 - Teens 13 or older,6039,6300,10,2671,9050,https://cdn.myanimelist.net/images/anime/1488/132892.jpg
149,Loveless,Loveless,6.76,"Action, Boys Love, Drama, Mystery, Supernatural",TV,12,"Apr 7, 2005 to Jun 30, 2005",spring 2005,Finished Airing,"Bandai Visual, TV Asahi, Movic",Media Blasters,J.C.Staff,Manga,24 min per ep,PG-13 - Teens 13 or older,5020,1526,1308,69267,137813,https://cdn.myanimelist.net/images/anime/2/22947.jpg
150,Blood+,Blood+,7.62,"Action, Drama, Horror, Mystery, Supernatural",TV,50,"Oct 8, 2005 to Sep 23, 2006",fall 2005,Finished Airing,"Aniplex, Mainichi Broadcasting System",Sony Pictures Entertainment,Production I.G,Original,24 min per ep,R - 17+ (violence & profanity),1320,592,4321,156688,367577,https://cdn.myanimelist.net/images/anime/10/10183.jpg
151,Re: Cutey Honey,UNKNOWN,7.1,"Action, Comedy, Girls Love, Sci-Fi, Ecchi",OVA,3,"Jul 24, 2004 to Sep 25, 2004",UNKNOWN,Finished Airing,Toei Video,Discotek Media,"Gainax, Toei Animation",Manga,46 min per ep,R+ - Mild Nudity,3562,3925,161,10684,28103,https://cdn.myanimelist.net/images/anime/6/52103.jpg
152,Solty Rei,UNKNOWN,7.27,"Action, Sci-Fi",TV,24,"Oct 7, 2005 to Mar 31, 2006",fall 2005,Finished Airing,"TV Asahi, Sotsu Music Publishing",Funimation,"Gonzo, AIC",Original,23 min per ep,R - 17+ (violence & profanity),2675,3856,132,12371,29283,https://cdn.myanimelist.net/images/anime/3/75582.jpg
153,Juuni Kokuki,The Twelve Kingdoms,8.02,"Action, Adventure, Fantasy",TV,45,"Apr 9, 2002 to Aug 30, 2003",spring 2002,Finished Airing,"NHK, Sogo Vision","Media Blasters, Discotek Media",Pierrot,Novel,25 min per ep,PG-13 - Teens 13 or older,566,1473,2403,44122,144333,https://cdn.myanimelist.net/images/anime/6/50859.jpg
154,Shaman King,Shaman King,7.75,"Action, Adventure, Comedy, Supernatural",TV,64,"Jul 4, 2001 to Sep 25, 2002",summer 2001,Finished Airing,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music","4Kids Entertainment, Discotek Media",Xebec,Manga,23 min per ep,PG-13 - Teens 13 or older,1020,612,3709,191259,356061,https://cdn.myanimelist.net/images/anime/1722/99235.jpg
155,X/1999,X - The Movie,6.57,"Action, Drama, Fantasy, Horror, Sci-Fi, Supernatural",Movie,1,"Aug 3, 1996",UNKNOWN,Finished Airing,"Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Manga Entertainment,Madhouse,Manga,1 hr 37 min,R - 17+ (violence & profanity),5999,3442,117,18218,36913,https://cdn.myanimelist.net/images/anime/7/23579.jpg
